drug,5-Fluorocytosine,Amikacin,Amoxicillin,Amphotericin B,Ampicillin,Anidulafungin,Azithromycin,Aztreonam,Benzylpenicillin,Caspofungin,Cefazolin,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Cefpodoxime,Ceftazidime,Ceftobiprole,Ceftriaxone,Cefuroxime,Chloramphenicol,Ciprofloxacin,Clarithromycin,Clindamycin,Colistin,Cotrimoxazole,Daptomycin,Doxycycline,Ertapenem,Erythromycin,Fluconazole,Fosfomycin,Fusidic acid,Gentamicin,Imipenem,Isavuconazole,Itraconazole,Levofloxacin,Linezolid,Meropenem,Metronidazole,Micafungin,Minocycline,Moxifloxacin,Mupirocin,Nitrofurantoin,Norfloxacin,Novobiocin,Ofloxacin,Oxacillin,Penicillin,Piperacillin,Polymyxin B,Posaconazole,Quinolones,Rifampicin,Teicoplanin,Telithromycin,Tetracycline,Ticarcillin,Tigecycline,Tobramycin,Vancomycin,Voriconazole
Mupirocin,0.1527777777777778,0.515625,0.2692307692307692,0.6379310344827587,0.2597402597402597,0.4868421052631579,0.5,0.23,0.2857142857142857,0.4675324675324675,0.3146067415730337,0.3541666666666667,0.34831460674157305,0.33707865168539325,0.425,0.3595505617977528,0.3263157894736842,0.31,0.3163265306122449,0.3764705882352941,0.24675324675324675,0.358974358974359,0.5076923076923077,0.42857142857142855,0.5,0.2631578947368421,0.4935064935064935,0.32432432432432434,0.37662337662337664,0.5230769230769231,0.18181818181818182,0.30357142857142855,0.6296296296296297,0.5555555555555556,0.39473684210526316,0.16666666666666666,0.36363636363636365,0.379746835443038,0.3625,0.37662337662337664,0.2289156626506024,0.3917525773195876,0.36,0.3902439024390244,1.0,0.23529411764705882,0.3670886075949367,0.4444444444444444,0.379746835443038,0.27058823529411763,0.2857142857142857,0.38372093023255816,0.5072463768115942,0.34444444444444444,0.13333333333333333,0.43023255813953487,0.5263157894736842,0.42168674698795183,0.36,0.24675324675324675,0.38271604938271603,0.5081967213114754,0.45,0.27358490566037735
Nitrofurantoin,0.3333333333333333,0.42857142857142855,0.38271604938271603,0.3170731707317073,0.375,0.4482758620689655,0.3855421686746988,0.5111111111111111,0.4177215189873418,0.46511627906976744,0.5116279069767442,0.4895833333333333,0.5465116279069767,0.48314606741573035,0.4431818181818182,0.4725274725274725,0.5274725274725275,0.5157894736842106,0.49473684210526314,0.4942528735632184,0.5352112676056338,0.367816091954023,0.32142857142857145,0.41379310344827586,0.41975308641975306,0.4148936170212766,0.43820224719101125,0.32142857142857145,0.4691358024691358,0.3333333333333333,0.4246575342465753,0.22857142857142856,0.1744186046511628,0.3373493975903614,0.4166666666666667,0.37037037037037035,0.5113636363636364,0.3707865168539326,0.46987951807228917,0.4166666666666667,0.5540540540540541,0.45098039215686275,0.3372093023255814,0.4111111111111111,0.23529411764705882,1.0,0.3595505617977528,0.3448275862068966,0.3707865168539326,0.4578313253012048,0.4177215189873418,0.43478260869565216,0.4268292682926829,0.5056179775280899,0.208955223880597,0.4945054945054945,0.3723404255319149,0.45555555555555555,0.3218390804597701,0.3974358974358974,0.4044943820224719,0.3815789473684211,0.3870967741935484,0.46534653465346537
Norfloxacin,0.4142857142857143,0.4868421052631579,0.4024390243902439,0.44155844155844154,0.3780487804878049,0.573170731707317,0.4936708860759494,0.3238095238095238,0.41975308641975306,0.5542168674698795,0.4943820224719101,0.4897959183673469,0.44680851063829785,0.43617021276595747,0.4606741573033708,0.4421052631578947,0.4791666666666667,0.5154639175257731,0.46464646464646464,0.4148936170212766,0.3493975903614458,0.9365079365079365,0.4430379746835443,0.5,0.5128205128205128,0.3465346534653465,0.6172839506172839,0.4074074074074074,0.5061728395061729,0.45569620253164556,0.4657534246575342,0.17105263157894737,0.3333333333333333,0.4074074074074074,0.4523809523809524,0.46153846153846156,0.6190476190476191,0.7857142857142857,0.6447368421052632,0.4523809523809524,0.43902439024390244,0.4803921568627451,0.42168674698795183,0.8571428571428571,0.3670886075949367,0.3595505617977528,1.0,0.4117647058823529,0.7857142857142857,0.4418604651162791,0.41975308641975306,0.5168539325842697,0.5384615384615384,0.6309523809523809,0.2923076923076923,0.5795454545454546,0.6296296296296297,0.5764705882352941,0.40476190476190477,0.38271604938271603,0.5058823529411764,0.4794520547945205,0.5348837209302325,0.4519230769230769
Novobiocin,0.35714285714285715,0.5138888888888888,0.5205479452054794,0.5735294117647058,0.4931506849315068,0.5060240963855421,0.5405405405405406,0.42105263157894735,0.4605263157894737,0.47058823529411764,0.4175824175824176,0.4489795918367347,0.45054945054945056,0.5057471264367817,0.575,0.4777777777777778,0.550561797752809,0.375,0.5161290322580645,0.5357142857142857,0.35,0.38823529411764707,0.5942028985507246,0.43529411764705883,0.46153846153846156,0.48314606741573035,0.5487804878048781,0.6923076923076923,0.475,0.5857142857142857,0.24096385542168675,0.25,0.47058823529411764,0.5492957746478874,0.38823529411764707,0.26436781609195403,0.41935483870967744,0.4578313253012048,0.4578313253012048,0.43902439024390244,0.22580645161290322,0.47,0.7014925373134329,0.4482758620689655,0.4444444444444444,0.3448275862068966,0.4117647058823529,1.0,0.4578313253012048,0.5,0.4605263157894737,0.5057471264367817,0.48717948717948717,0.44565217391304346,0.3333333333333333,0.6071428571428571,0.5802469135802469,0.5662650602409639,0.7014925373134329,0.4594594594594595,0.6533333333333333,0.4647887323943662,0.6842105263157895,0.42718446601941745
Ofloxacin,0.3698630136986301,0.4430379746835443,0.4146341463414634,0.4358974358974359,0.3902439024390244,0.5662650602409639,0.5256410256410257,0.3333333333333333,0.39759036144578314,0.5116279069767442,0.44086021505376344,0.5154639175257731,0.41237113402061853,0.46236559139784944,0.43956043956043955,0.46808510638297873,0.45918367346938777,0.46534653465346537,0.46,0.425531914893617,0.313953488372093,0.782608695652174,0.4935064935064935,0.5301204819277109,0.4691358024691358,0.37,0.6097560975609756,0.4375,0.4642857142857143,0.48717948717948717,0.44,0.18421052631578946,0.3291139240506329,0.47435897435897434,0.41379310344827586,0.45569620253164556,0.691358024691358,1.0,0.68,0.43023255813953487,0.43373493975903615,0.49019607843137253,0.43373493975903615,0.7945205479452054,0.379746835443038,0.3707865168539326,0.7857142857142857,0.4578313253012048,1.0,0.47058823529411764,0.39759036144578314,0.4945054945054945,0.49382716049382713,0.7037037037037037,0.26865671641791045,0.6666666666666666,0.6219512195121951,0.6666666666666666,0.43373493975903615,0.3950617283950617,0.4827586206896552,0.4342105263157895,0.5647058823529412,0.44761904761904764
Oxacillin,0.32,0.3780487804878049,0.7692307692307693,0.4050632911392405,0.765625,0.5,0.43902439024390244,0.6352941176470588,0.7424242424242424,0.4659090909090909,0.5833333333333334,0.5531914893617021,0.5813953488372093,0.6265060240963856,0.5662650602409639,0.611764705882353,0.6705882352941176,0.53125,0.5934065934065934,0.6219512195121951,0.36585365853658536,0.43529411764705883,0.4430379746835443,0.46511627906976744,0.42168674698795183,0.4945054945054945,0.5057471264367817,0.52,0.6052631578947368,0.4375,0.38961038961038963,0.2535211267605634,0.3,0.3902439024390244,0.4878048780487805,0.46153846153846156,0.4782608695652174,0.47058823529411764,0.4367816091954023,0.5844155844155844,0.37209302325581395,0.5252525252525253,0.4936708860759494,0.4772727272727273,0.27058823529411763,0.4578313253012048,0.4418604651162791,0.5,0.47058823529411764,1.0,0.7424242424242424,0.6071428571428571,0.4457831325301205,0.4891304347826087,0.2727272727272727,0.5444444444444444,0.41935483870967744,0.5402298850574713,0.4936708860759494,0.7777777777777778,0.47126436781609193,0.3333333333333333,0.5,0.5729166666666666
Penicillin,0.30434782608695654,0.4246575342465753,0.8596491228070176,0.4166666666666667,0.8909090909090909,0.5384615384615384,0.4931506849315068,0.5294117647058824,1.0,0.5384615384615384,0.631578947368421,0.5222222222222223,0.5875,0.575,0.6805555555555556,0.5609756097560976,0.5833333333333334,0.4838709677419355,0.5111111111111111,0.569620253164557,0.35526315789473684,0.3950617283950617,0.4788732394366197,0.4810126582278481,0.47297297297297297,0.3655913978494624,0.4878048780487805,0.5,0.6865671641791045,0.49295774647887325,0.38028169014084506,0.19402985074626866,0.35714285714285715,0.4,0.547945205479452,0.4383561643835616,0.4111111111111111,0.39759036144578314,0.45,0.6376811594202898,0.3625,0.4489795918367347,0.47297297297297297,0.44047619047619047,0.2857142857142857,0.4177215189873418,0.41975308641975306,0.4605263157894737,0.39759036144578314,0.7424242424242424,1.0,0.68,0.5,0.4222222222222222,0.2711864406779661,0.4606741573033708,0.4470588235294118,0.5060240963855421,0.47297297297297297,0.8727272727272727,0.5063291139240507,0.375,0.5,0.5106382978723404
Piperacillin,0.29411764705882354,0.4939759036144578,0.6578947368421053,0.4878048780487805,0.6756756756756757,0.6666666666666666,0.6125,0.5151515151515151,0.68,0.6666666666666666,0.6,0.6526315789473685,0.5638297872340425,0.5869565217391305,0.6395348837209303,0.5913978494623656,0.6451612903225806,0.58,0.5757575757575758,0.5652173913043478,0.3225806451612903,0.4777777777777778,0.5625,0.6707317073170732,0.573170731707317,0.4,0.5955056179775281,0.4880952380952381,0.6419753086419753,0.5555555555555556,0.3409090909090909,0.19047619047619047,0.3855421686746988,0.4880952380952381,0.6219512195121951,0.4044943820224719,0.5473684210526316,0.4945054945054945,0.5454545454545454,0.6419753086419753,0.3870967741935484,0.5728155339805825,0.5176470588235295,0.532608695652174,0.38372093023255816,0.43478260869565216,0.5168539325842697,0.5057471264367817,0.4945054945054945,0.6071428571428571,0.68,1.0,0.5975609756097561,0.574468085106383,0.23376623376623376,0.5957446808510638,0.5543478260869565,0.7058823529411765,0.5357142857142857,0.6621621621621622,0.5617977528089888,0.43373493975903615,0.5376344086021505,0.5576923076923077
Polymyxin B,0.3194444444444444,0.676923076923077,0.48,0.5970149253731343,0.47297297297297297,0.7361111111111112,0.5833333333333334,0.37755102040816324,0.5,0.8115942028985508,0.449438202247191,0.49473684210526314,0.43478260869565216,0.43956043956043955,0.5,0.44565217391304346,0.4375,0.4742268041237113,0.39603960396039606,0.43333333333333335,0.42105263157894735,0.4936708860759494,0.5277777777777778,0.6266666666666667,0.9655172413793104,0.36082474226804123,0.8142857142857143,0.4666666666666667,0.5733333333333334,0.5416666666666666,0.33766233766233766,0.18055555555555555,0.4492753623188406,0.6176470588235294,0.5324675324675324,0.3253012048192771,0.4666666666666667,0.49382716049382713,0.5316455696202531,0.5526315789473685,0.4074074074074074,0.5806451612903226,0.5,0.5180722891566265,0.5072463768115942,0.4268292682926829,0.5384615384615384,0.48717948717948717,0.49382716049382713,0.4457831325301205,0.5,0.5975609756097561,1.0,0.4943820224719101,0.23076923076923078,0.5517241379310345,0.7297297297297297,0.5853658536585366,0.52,0.4594594594594595,0.631578947368421,0.6,0.6623376623376623,0.37383177570093457
Posaconazole,0.4,0.46511627906976744,0.4065934065934066,0.39325842696629215,0.38461538461538464,0.5955056179775281,0.5232558139534884,0.4205607476635514,0.4222222222222222,0.5434782608695652,0.5051546391752577,0.5288461538461539,0.46078431372549017,0.48,0.45918367346938777,0.47058823529411764,0.5196078431372549,0.4953271028037383,0.5047619047619047,0.44554455445544555,0.358695652173913,0.5882352941176471,0.45977011494252873,0.5444444444444444,0.47191011235955055,0.46078431372549017,0.5824175824175825,0.3804347826086957,0.43617021276595747,0.45454545454545453,0.5789473684210527,0.21428571428571427,0.3146067415730337,0.4431818181818182,0.42105263157894735,0.5679012345679012,0.8860759493670886,0.7037037037037037,0.7037037037037037,0.3917525773195876,0.5057471264367817,0.5922330097087378,0.39361702127659576,0.6627906976744186,0.34444444444444444,0.5056179775280899,0.6309523809523809,0.44565217391304346,0.7037037037037037,0.4891304347826087,0.4222222222222222,0.574468085106383,0.4943820224719101,1.0,0.22784810126582278,0.6344086021505376,0.5760869565217391,0.7093023255813954,0.39361702127659576,0.3888888888888889,0.46875,0.4235294117647059,0.5263157894736842,0.5045871559633027
Quinolones,0.40476190476190477,0.25862068965517243,0.29310344827586204,0.22413793103448276,0.2807017543859649,0.2714285714285714,0.18181818181818182,0.17857142857142858,0.2711864406779661,0.2361111111111111,0.273972602739726,0.21839080459770116,0.24675324675324675,0.25,0.25,0.24358974358974358,0.25925925925925924,0.2159090909090909,0.26506024096385544,0.24,0.18032786885245902,0.30158730158730157,0.1935483870967742,0.2112676056338028,0.2,0.21518987341772153,0.28169014084507044,0.2982456140350877,0.24242424242424243,0.19047619047619047,0.17543859649122806,0.06521739130434782,0.16363636363636364,0.1746031746031746,0.20588235294117646,0.1746031746031746,0.23076923076923078,0.26865671641791045,0.25,0.20588235294117646,0.11428571428571428,0.21978021978021978,0.2786885245901639,0.2676056338028169,0.13333333333333333,0.208955223880597,0.2923076923076923,0.3333333333333333,0.26865671641791045,0.2727272727272727,0.2711864406779661,0.23376623376623376,0.23076923076923078,0.22784810126582278,1.0,0.2692307692307692,0.29577464788732394,0.25333333333333335,0.2786885245901639,0.2631578947368421,0.23943661971830985,0.19298245614035087,0.29577464788732394,0.23333333333333334
Rifampicin,0.29545454545454547,0.5058823529411764,0.4942528735632184,0.5180722891566265,0.47126436781609193,0.6551724137931034,0.5465116279069767,0.4666666666666667,0.4606741573033708,0.6179775280898876,0.5578947368421052,0.6770833333333334,0.5567010309278351,0.5957446808510638,0.5591397849462365,0.6,0.6354166666666666,0.5882352941176471,0.6326530612244898,0.574468085106383,0.3655913978494624,0.5747126436781609,0.5176470588235295,0.6022727272727273,0.5287356321839081,0.46601941747572817,0.6590909090909091,0.5925925925925926,0.5568181818181818,0.5116279069767442,0.38636363636363635,0.20930232558139536,0.4,0.5176470588235295,0.5222222222222223,0.3870967741935484,0.6593406593406593,0.6666666666666666,0.5730337078651685,0.5222222222222223,0.4148936170212766,0.5961538461538461,0.5833333333333334,0.6477272727272727,0.43023255813953487,0.4945054945054945,0.5795454545454546,0.6071428571428571,0.6666666666666666,0.5444444444444444,0.4606741573033708,0.5957446808510638,0.5517241379310345,0.6344086021505376,0.2692307692307692,1.0,0.6153846153846154,0.6741573033707865,0.5833333333333334,0.47674418604651164,0.625,0.4470588235294118,0.5978260869565217,0.5514018691588785
Teicoplanin,0.35443037974683544,0.6805555555555556,0.4470588235294118,0.6301369863013698,0.4235294117647059,0.7341772151898734,0.5555555555555556,0.33636363636363636,0.4470588235294118,0.7125,0.4387755102040816,0.4807692307692308,0.46938775510204084,0.45918367346938777,0.550561797752809,0.46464646464646464,0.4563106796116505,0.4485981308411215,0.47115384615384615,0.4842105263157895,0.42857142857142855,0.5853658536585366,0.5443037974683544,0.6144578313253012,0.7027027027027027,0.39805825242718446,0.8051948051948052,0.46987951807228917,0.5116279069767442,0.5569620253164557,0.3372093023255814,0.18292682926829268,0.4358974358974359,0.6266666666666667,0.4772727272727273,0.34065934065934067,0.6,0.6219512195121951,0.5833333333333334,0.4606741573033708,0.3548387096774194,0.6224489795918368,0.5,0.6235294117647059,0.5263157894736842,0.3723404255319149,0.6296296296296297,0.5802469135802469,0.6219512195121951,0.41935483870967744,0.4470588235294118,0.5543478260869565,0.7297297297297297,0.5760869565217391,0.29577464788732394,0.6153846153846154,1.0,0.5955056179775281,0.5180722891566265,0.4117647058823529,0.5813953488372093,0.6111111111111112,0.8421052631578947,0.41964285714285715
Telithromycin,0.2823529411764706,0.5,0.47058823529411764,0.49382716049382713,0.4642857142857143,0.6951219512195121,0.6842105263157895,0.44660194174757284,0.5060240963855421,0.6352941176470588,0.5212765957446809,0.5918367346938775,0.4897959183673469,0.5104166666666666,0.5730337078651685,0.53125,0.5833333333333334,0.49523809523809526,0.5196078431372549,0.5052631578947369,0.28421052631578947,0.5348837209302325,0.6533333333333333,0.6190476190476191,0.5609756097560976,0.44554455445544555,0.6588235294117647,0.47619047619047616,0.48314606741573035,0.6447368421052632,0.4268292682926829,0.2073170731707317,0.4430379746835443,0.55,0.48314606741573035,0.4418604651162791,0.6976744186046512,0.6666666666666666,0.6265060240963856,0.5172413793103449,0.43820224719101125,0.61,0.4883720930232558,0.627906976744186,0.42168674698795183,0.45555555555555555,0.5764705882352941,0.5662650602409639,0.6666666666666666,0.5402298850574713,0.5060240963855421,0.7058823529411765,0.5853658536585366,0.7093023255813954,0.25333333333333335,0.6741573033707865,0.5955056179775281,1.0,0.5058823529411764,0.46987951807228917,0.5681818181818182,0.4567901234567901,0.6136363636363636,0.5188679245283019
Tetracycline,0.2916666666666667,0.44594594594594594,0.5571428571428572,0.5441176470588235,0.5285714285714286,0.5569620253164557,0.5555555555555556,0.3854166666666667,0.47297297297297297,0.5569620253164557,0.3956043956043956,0.44329896907216493,0.41304347826086957,0.4659090909090909,0.5308641975308642,0.47191011235955055,0.4945054945054945,0.39603960396039606,0.4787234042553192,0.47674418604651164,0.37662337662337664,0.39759036144578314,0.6119402985074627,0.5,0.49333333333333335,0.3978494623655914,0.5060240963855421,0.9285714285714286,0.5064935064935064,0.6029411764705882,0.23170731707317074,0.22058823529411764,0.4626865671641791,0.5211267605633803,0.45,0.2558139534883721,0.3541666666666667,0.43373493975903615,0.38372093023255816,0.5263157894736842,0.24444444444444444,0.47959183673469385,0.9649122807017544,0.4418604651162791,0.36,0.3218390804597701,0.40476190476190477,0.7014925373134329,0.43373493975903615,0.4936708860759494,0.47297297297297297,0.5357142857142857,0.52,0.39361702127659576,0.2786885245901639,0.5833333333333334,0.5180722891566265,0.5058823529411764,1.0,0.5142857142857142,0.8484848484848485,0.3972602739726027,0.6153846153846154,0.38095238095238093
Ticarcillin,0.29850746268656714,0.3835616438356164,0.8727272727272727,0.4142857142857143,0.9056603773584906,0.5,0.43243243243243246,0.5679012345679012,0.8727272727272727,0.5,0.5512820512820513,0.5056179775280899,0.5308641975308642,0.5769230769230769,0.6164383561643836,0.5625,0.5853658536585366,0.4835164835164835,0.5113636363636364,0.5714285714285714,0.3333333333333333,0.375,0.43661971830985913,0.4805194805194805,0.4520547945205479,0.37777777777777777,0.45121951219512196,0.5454545454545454,0.6666666666666666,0.4305555555555556,0.3013698630136986,0.2222222222222222,0.29577464788732394,0.3783783783783784,0.5492957746478874,0.36,0.37777777777777777,0.3950617283950617,0.3950617283950617,0.6417910447761194,0.30864197530864196,0.41836734693877553,0.5142857142857142,0.42168674698795183,0.24675324675324675,0.3974358974358974,0.38271604938271603,0.4594594594594595,0.3950617283950617,0.7777777777777778,0.8727272727272727,0.6621621621621622,0.4594594594594595,0.3888888888888889,0.2631578947368421,0.47674418604651164,0.4117647058823529,0.46987951807228917,0.5142857142857142,1.0,0.46835443037974683,0.3333333333333333,0.4634146341463415,0.4946236559139785
Tigecycline,0.2875,0.5394736842105263,0.5063291139240507,0.5131578947368421,0.4810126582278481,0.6219512195121951,0.6052631578947368,0.3883495145631068,0.5063291139240507,0.6419753086419753,0.4731182795698925,0.5,0.48936170212765956,0.4946236559139785,0.5764705882352941,0.5,0.5368421052631579,0.46601941747572817,0.5050505050505051,0.4731182795698925,0.43209876543209874,0.4823529411764706,0.5945945945945946,0.5294117647058824,0.6052631578947368,0.4,0.6265060240963856,0.7878787878787878,0.575,0.6081081081081081,0.32142857142857145,0.19230769230769232,0.4594594594594595,0.5526315789473685,0.46511627906976744,0.3409090909090909,0.42857142857142855,0.4827586206896552,0.4659090909090909,0.575,0.35555555555555557,0.5346534653465347,0.8484848484848485,0.5227272727272727,0.38271604938271603,0.4044943820224719,0.5058823529411764,0.6533333333333333,0.4827586206896552,0.47126436781609193,0.5063291139240507,0.5617977528089888,0.631578947368421,0.46875,0.23943661971830985,0.625,0.5813953488372093,0.5681818181818182,0.8484848484848485,0.46835443037974683,1.0,0.49333333333333335,0.7,0.42201834862385323
Tobramycin,0.296875,0.8653846153846154,0.3561643835616438,0.6379310344827587,0.3472222222222222,0.547945205479452,0.59375,0.29473684210526313,0.375,0.527027027027027,0.39285714285714285,0.3541666666666667,0.4457831325301205,0.38372093023255816,0.5,0.375,0.4,0.39361702127659576,0.35789473684210527,0.4268292682926829,0.391304347826087,0.4722222222222222,0.53125,0.4666666666666667,0.59375,0.3793103448275862,0.5972222222222222,0.38028169014084506,0.4722222222222222,0.546875,0.3382352941176471,0.23728813559322035,0.3333333333333333,0.7192982456140351,0.41333333333333333,0.30666666666666664,0.42857142857142855,0.4342105263157895,0.47297297297297297,0.41333333333333333,0.34210526315789475,0.45161290322580644,0.3972602739726027,0.5,0.5081967213114754,0.3815789473684211,0.4794520547945205,0.4647887323943662,0.4342105263157895,0.3333333333333333,0.375,0.43373493975903615,0.6,0.4235294117647059,0.19298245614035087,0.4470588235294118,0.6111111111111112,0.4567901234567901,0.3972602739726027,0.3333333333333333,0.49333333333333335,1.0,0.589041095890411,0.33663366336633666
Vancomycin,0.3717948717948718,0.6351351351351351,0.5,0.5866666666666667,0.47560975609756095,0.6506024096385542,0.6363636363636364,0.4,0.5,0.611764705882353,0.4387755102040816,0.4528301886792453,0.46938775510204084,0.4742268041237113,0.5681818181818182,0.47959183673469385,0.5,0.3963963963963964,0.4854368932038835,0.4842105263157895,0.42857142857142855,0.5116279069767442,0.6266666666666667,0.5764705882352941,0.6363636363636364,0.45454545454545453,0.7160493827160493,0.5641025641025641,0.4942528735632184,0.64,0.36904761904761907,0.19753086419753085,0.4358974358974359,0.6944444444444444,0.3978494623655914,0.38636363636363635,0.5319148936170213,0.5647058823529412,0.5113636363636364,0.4942528735632184,0.3263157894736842,0.5742574257425742,0.5949367088607594,0.5681818181818182,0.45,0.3870967741935484,0.5348837209302325,0.6842105263157895,0.5647058823529412,0.5,0.5,0.5376344086021505,0.6623376623376623,0.5263157894736842,0.29577464788732394,0.5978260869565217,0.8421052631578947,0.6136363636363636,0.6153846153846154,0.4634146341463415,0.7,0.589041095890411,1.0,0.43243243243243246
Voriconazole,0.29896907216494845,0.37254901960784315,0.4791666666666667,0.3269230769230769,0.48936170212765956,0.4857142857142857,0.3942307692307692,0.6274509803921569,0.5106382978723404,0.4444444444444444,0.6842105263157895,0.7128712871287128,0.7157894736842105,0.7608695652173914,0.6185567010309279,0.7446808510638298,0.7604166666666666,0.7227722772277227,0.7916666666666666,0.6842105263157895,0.37623762376237624,0.41904761904761906,0.38235294117647056,0.42990654205607476,0.35514018691588783,0.5377358490566038,0.46296296296296297,0.38235294117647056,0.5360824742268041,0.3786407766990291,0.34,0.23404255319148937,0.25961538461538464,0.34285714285714286,0.5050505050505051,0.38235294117647056,0.5092592592592593,0.44761904761904764,0.4205607476635514,0.49,0.43564356435643564,0.5478260869565217,0.3942307692307692,0.4811320754716981,0.27358490566037735,0.46534653465346537,0.4519230769230769,0.42718446601941745,0.44761904761904764,0.5729166666666666,0.5106382978723404,0.5576923076923077,0.37383177570093457,0.5045871559633027,0.23333333333333334,0.5514018691588785,0.41964285714285715,0.5188679245283019,0.38095238095238093,0.4946236559139785,0.42201834862385323,0.33663366336633666,0.43243243243243246,1.0
