V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125
caspofungin,-0.01255757,-0.00986282,-0.006894913,-0.001437971,0.00596846,7.801904e-05,-0.01000094,-0.009703867,-0.003675252,-0.009389151,0.0106223,0.0002707905,-4.414777e-05,0.005403238,-0.0008477815,0.008205124,0.01448459,0.005133421,-0.007756188,-0.01433546,-0.007050249,0.001388692,-0.0002153959,-0.005291811,-0.003186511,0.01387701,-0.009291451,-0.002268037,-0.004093105,0.004049915,-0.002234098,-0.0067008967,-0.0125131961,0.0022189808,0.0138097508,-0.0052082739,-0.0039279042,0.0016623971,-0.0090238387,0.0085359886,0.0011548112,0.0057495153,-0.0119634839,0.0086589847,-0.0137369568,0.007255516,0.0085398825,0.0016088974,0.0053098411,-0.0084431032,-0.0054107504,0.0099604763,-0.0023270694,0.0133581376,-0.0003720657,-0.0108041158,0.0133068291,-0.0097989272,-0.0055736504,0.0122784236,0.0051913667,0.0093922652,-0.006337722,-0.006842196,0.01301352,-0.008802035,-0.00138108,0.01467107,-0.011571502,-0.006435942,0.010115278,-0.006674162,-0.008008519,0.014597005,0.006670315,-0.003628728,0.005218871,-0.007389714,-0.011432543,-0.010328898,-0.007973472,-0.006001587,0.007401499,0.008270715,0.001160928,-0.001088933,0.006602811,0.013383221,-0.003955084,0.00795155,0.006515216,0.002265196,0.005617,0.00681392523,0.0143716726,0.0064120153,0.00818104669,-0.0130337663,-0.00698554562,-0.0117904786,-0.00290638325,-0.00671257079,3.82402141e-05,-0.00189902366,0.012308388,0.0128196189,0.00531033287,0.00655019656,0.00685340725,-0.0127087664,0.000191448096,-0.00654920563,-0.00470667286,-0.00898603909,-0.00381738972,0.012437772,-0.00570336403,0.0129994331,-0.0115111545,-0.00914973859,0.00946943089,-0.00922087114,0.0137001863,0.00961490162
nitrofurantoin,-0.006686056,-0.005251284,-0.003671074,-0.0007656217,0.003177802,4.153985e-05,-0.005324825,-0.005166651,-0.001956822,-0.004999086,0.005655655,0.0001441775,-2.350568e-05,0.002876858,-0.000451386,0.004368672,0.007712064,0.002733197,-0.004129643,-0.007632662,-0.003753779,0.000739384,-0.0001146837,-0.00281753,-0.001696601,0.007388563,-0.004947067,-0.001207575,-0.002179301,0.002156305,-0.001189505,-0.0035677708,-0.0066624298,0.0011814561,0.0073527498,-0.0027730535,-0.0020913419,0.0008851137,-0.0048045809,0.0045448346,0.0006148585,0.0030612263,-0.0063697435,0.0046103243,-0.0073139966,0.0038630685,0.0045469068,0.0008566288,0.0028271296,-0.004495379,-0.0028808585,0.0053032753,-0.0012390066,0.0071123028,-0.0001980997,-0.0057524559,0.0070849792,-0.0052172644,-0.0029675891,0.0065374272,0.0027640497,0.0050007454,-0.003374408,-0.0036430042,0.0069288178,-0.004686485,-0.0007353313,0.0078113503,-0.0061610369,-0.0034267011,0.0053856992,-0.0035535379,-0.0042639934,0.0077719176,0.0035514899,-0.001932052,0.0027786943,-0.0039345198,-0.0060870531,-0.0054994337,-0.004245332,-0.0031954378,0.0039407969,0.0044035963,0.0006181147,-0.0005797823,0.0035155474,0.0071256561,-0.0021058135,0.0042336592,0.0034689095,0.001206063,0.0029906717,0.0036279522,0.0076519428,0.003413962,0.0043558534,-0.0069395951,-0.0037193289,-0.0062776301,-0.0015474514,-0.0035739904,2.0360312e-05,-0.0010111011,0.0065533831,0.0068255793,0.0028273929,0.0034875339,0.0036489735,-0.006766553,0.00010193309,-0.0034870082,-0.0025059849,-0.0047844579,-0.0020325007,0.0066222707,-0.0030366534,0.006921317,-0.0061289044,-0.0048716147,0.0050418279,-0.0049094865,0.007294416,0.0051192823
tigecycline,-0.006933378,-0.005445533,-0.003806868,-0.0007939425,0.003295351,4.307644e-05,-0.005521792,-0.005357768,-0.002029207,-0.005184005,0.005864861,0.0001495107,-2.437517e-05,0.002983276,-0.0004680831,0.004530272,0.007997337,0.002834301,-0.004282401,-0.007914998,-0.003892635,0.0007667344,-0.0001189259,-0.002921753,-0.001759359,0.007661869,-0.005130062,-0.001252244,-0.002259915,0.002236068,-0.001233506,-0.0036997453,-0.0069088764,0.0012251592,0.0076247328,-0.0028756307,-0.0021687017,0.0009178546,-0.0049823052,0.0047129514,0.0006376023,0.0031744626,-0.0066053658,0.0047808634,-0.0075845453,0.0040059653,0.0047150995,0.0008883161,0.0029317078,-0.0046616667,-0.0029874232,0.0054994458,-0.0012848382,0.0073753898,-0.0002054276,-0.0059652426,0.0073470576,-0.0054102545,-0.0030773615,0.0067792507,0.0028662938,0.0051857266,-0.0034992304,-0.0037777603,0.0071851173,-0.004859841,-0.0007625316,0.0081002945,-0.0063889381,-0.0035534576,0.0055849194,-0.0036849862,-0.0044217217,0.0080594076,0.0036828616,-0.0020035196,0.0028814799,-0.0040800604,-0.0063122176,-0.0057028625,-0.0044023693,-0.0033136392,0.0040865708,0.0045664869,0.000640979,-0.0006012289,0.0036455896,0.007389239,-0.0021837091,0.0043902667,0.0035972267,0.0012506758,0.0031012993,0.00376215251,0.0079349922,0.00354024582,0.00451697968,-0.00719629554,-0.00385690969,-0.00650984235,-0.00160469266,-0.00370619469,2.1113452e-05,-0.00104850251,0.00679579703,0.00707806135,0.00293197948,0.00361653999,0.00378395175,-0.0070168525,0.000105703664,-0.0036159947,-0.00259868288,-0.00496143708,-0.0021076838,0.00686723134,-0.0031489809,0.00717734173,-0.0063556158,-0.00505181774,0.00522832945,-0.00509109115,0.007564242,0.00530864857
cefpodoxime,-0.00677114,-0.005318109,-0.00371779,-0.0007753646,0.003218241,4.206847e-05,-0.005392585,-0.005232399,-0.001981724,-0.005062702,0.005727625,0.0001460123,-2.38048e-05,0.002913468,-0.0004571301,0.004424266,0.007810205,0.002767979,-0.004182194,-0.007729791,-0.003801548,0.0007487932,-0.0001161431,-0.002853384,-0.001718191,0.007482586,-0.005010021,-0.001222942,-0.002207034,0.002183745,-0.001204642,-0.0036131728,-0.0067472123,0.0011964906,0.007446317,-0.0028083418,-0.0021179551,0.0008963771,-0.0048657209,0.0046026693,0.000622683,0.0031001824,-0.0064508021,0.0046689925,-0.0074070701,0.0039122282,0.0046047689,0.0008675298,0.0028631068,-0.0045525851,-0.0029175188,0.0053707622,-0.0012547736,0.0072028101,-0.0002006206,-0.0058256583,0.0071751378,-0.0052836565,-0.0030053526,0.006620619,0.0027992229,0.0050643799,-0.0034173485,-0.0036893631,0.0070169903,-0.0047461228,-0.0007446886,0.0079107536,-0.0062394375,-0.0034703072,0.0054542343,-0.0035987583,-0.0043182536,0.0078708213,0.0035966844,-0.0019566379,0.0028140538,-0.0039845877,-0.006164514,-0.005569417,-0.0042993552,-0.0032361012,0.0039909463,0.004459633,0.0006259806,-0.0005871602,0.0035602839,0.0072163334,-0.0021326107,0.0042875344,0.0035130533,0.0012214106,0.003028729,0.003674119,0.0077493181,0.0034574061,0.0044112829,-0.0070279031,-0.0037666592,-0.0063575152,-0.0015671436,-0.0036194711,2.0619404e-05,-0.0010239676,0.006636777,0.0069124359,0.0028633731,0.0035319144,0.0036954086,-0.0068526599,0.00010323024,-0.0035313815,-0.0025378743,-0.0048453426,-0.0020583656,0.0067065419,-0.0030752963,0.0070093945,-0.006206899,-0.0049336078,0.0051059872,-0.004971962,0.0073872409,0.0051844292
aztreonam,-0.006826202,-0.005361359,-0.003748023,-0.00078167,0.003244412,4.241057e-05,-0.005436439,-0.005274948,-0.001997839,-0.005103873,0.005774205,0.0001471997,-2.399838e-05,0.00293716,-0.0004608476,0.004460245,0.007873715,0.002790488,-0.004216203,-0.00779265,-0.003832463,0.0007548825,-0.0001170875,-0.002876588,-0.001732163,0.007543434,-0.005050764,-0.001232888,-0.002224982,0.002201503,-0.001214438,-0.0036425546,-0.0068020807,0.0012062207,0.0075068721,-0.0028311792,-0.0021351788,0.0009036665,-0.0049052904,0.0046400996,0.0006277465,0.0031253928,-0.0065032598,0.0047069611,-0.0074673067,0.0039440435,0.004642216,0.0008745845,0.0028863887,-0.0045896065,-0.0029412436,0.0054144394,-0.0012649774,0.0072613847,-0.0002022521,-0.0058730324,0.0072334865,-0.0053266231,-0.0030297933,0.0066744578,0.0028219866,0.0051055658,-0.0034451389,-0.003719365,0.0070740525,-0.0047847177,-0.0007507445,0.0079750856,-0.0062901787,-0.0034985282,0.005498589,-0.0036280241,-0.004353371,0.0079348246,0.0036259326,-0.0019725498,0.0028369387,-0.0040169912,-0.0062146443,-0.0056147077,-0.0043343185,-0.0032624179,0.0040233997,0.0044958987,0.000631071,-0.000591935,0.0035892369,0.0072750184,-0.0021499535,0.0043224012,0.0035416218,0.0012313434,0.0030533595,0.0037039977,0.0078123342,0.003485522,0.0044471566,-0.0070850574,-0.0037972904,-0.0064092143,-0.0015798877,-0.0036489046,2.0787083e-05,-0.0010322949,0.006690749,0.0069686505,0.0028866581,0.0035606364,0.0037254598,-0.0069083874,0.0001040697,-0.0035600998,-0.0025585128,-0.004884745,-0.0020751038,0.0067610797,-0.0031003049,0.0070663947,-0.0062573734,-0.0049737291,0.0051475107,-0.0050123944,0.0074473144,0.0052265888
cefoxitin,-0.006754534,-0.00530507,-0.003708673,-0.0007734635,0.00321035,4.19653e-05,-0.005379362,-0.005219569,-0.001976864,-0.005050288,0.005713581,0.0001456542,-2.374642e-05,0.002906323,-0.0004560092,0.004413416,0.007791053,0.002761191,-0.00417194,-0.007710837,-0.003792226,0.000746957,-0.0001158582,-0.002846388,-0.001713978,0.007464238,-0.004997736,-0.001219944,-0.002201622,0.00217839,-0.001201689,-0.0036043124,-0.0067306659,0.0011935567,0.0074280594,-0.0028014558,-0.0021127618,0.0008941792,-0.0048537902,0.0045913844,0.0006211561,0.0030925795,-0.0064349831,0.0046575437,-0.0073889084,0.0039026346,0.0045934776,0.0008654026,0.0028560855,-0.0045414227,-0.0029103647,0.0053575919,-0.0012516966,0.0071851481,-0.0002001286,-0.0058113742,0.0071575441,-0.0052707004,-0.002997983,0.0066043837,0.0027923596,0.0050519635,-0.0034089694,-0.0036803167,0.0069997828,-0.0047344849,-0.0007428625,0.0078913551,-0.0062241401,-0.0034617977,0.0054408596,-0.0035899337,-0.0043076659,0.0078515196,0.0035878646,-0.0019518402,0.0028071539,-0.0039748182,-0.0061493968,-0.0055557596,-0.0042888131,-0.0032281661,0.0039811586,0.0044486984,0.0006244455,-0.0005857205,0.0035515546,0.0071986397,-0.0021273817,0.0042770226,0.0035044388,0.0012184154,0.0030213029,0.0036651096,0.0077303145,0.003448928,0.0044004684,-0.0070106713,-0.0037574233,-0.0063419254,-0.0015633006,-0.0036105956,2.056885e-05,-0.0010214571,0.0066205035,0.0068954881,0.002856351,0.0035232536,0.0036863468,-0.0068358574,0.00010297711,-0.0035227227,-0.0025316523,-0.0048334594,-0.0020533176,0.006690097,-0.0030677561,0.0069922069,-0.0061916774,-0.0049215108,0.0050934679,-0.00495977,0.0073691262,0.0051717162
levofloxacin,-0.006778333,-0.00532376,-0.003721741,-0.0007761885,0.003221661,4.211316e-05,-0.005398315,-0.005237959,-0.001983829,-0.005068081,0.005733714,0.0001461674,-2.383009e-05,0.002916563,-0.0004576159,0.004428966,0.007818501,0.00277092,-0.004186638,-0.007738004,-0.003805587,0.0007495887,-0.0001162665,-0.002856416,-0.001720016,0.007490536,-0.005015344,-0.001224242,-0.002209379,0.002186065,-0.001205922,-0.0036170117,-0.0067543825,0.001197762,0.0074542295,-0.0028113262,-0.0021202054,0.0008973297,-0.0048708902,0.0046075601,0.0006233445,0.0031034762,-0.0064576552,0.0046739532,-0.0074149426,0.003916386,0.0046096621,0.0008684514,0.0028661489,-0.0045574228,-0.0029206185,0.0053764689,-0.0012561066,0.0072104624,-0.0002008337,-0.0058318479,0.0071827634,-0.005289271,-0.0030085465,0.0066276537,0.0028021976,0.0050697634,-0.0034209797,-0.0036932833,0.0070244451,-0.0047511654,-0.0007454801,0.007919156,-0.0062460685,-0.0034739948,0.0054600299,-0.0036025816,-0.0043228432,0.0078791827,0.0036005056,-0.0019587171,0.0028170447,-0.0039888215,-0.0061710645,-0.0055753347,-0.0043039243,-0.0032395399,0.0039951852,0.0044643716,0.0006266456,-0.0005877841,0.0035640672,0.0072240019,-0.002134877,0.0042920909,0.0035167865,0.0012227084,0.0030319477,0.00367802288,0.00775755104,0.00346107921,0.00441597216,-0.00703537278,-0.00377066154,-0.00636426965,-0.00156880869,-0.00362331653,2.06413133e-05,-0.00102505577,0.0066438294,0.00691978121,0.00286641507,0.00353566767,0.00369933527,-0.00685994281,0.000103339924,-0.00353513379,-0.00254057115,-0.00485049002,-0.00206055213,0.00671366742,-0.00307856337,0.00701684086,-0.00621349178,-0.00493884971,0.00511141401,-0.00497724488,0.007395091,0.00518993707
colistin,-0.01485295,-0.01166563,-0.008155221,-0.001700814,0.007059422,9.227994e-05,-0.011829,-0.01147762,-0.004347041,-0.01110537,0.01256393,0.0003202875,-5.221739e-05,0.006390889,-0.001002746,0.009704915,0.01713221,0.006071742,-0.00917392,-0.01695581,-0.008338945,0.001642527,-0.0002547674,-0.006259086,-0.003768964,0.01641356,-0.01098981,-0.002682605,-0.004841276,0.004790189,-0.002642462,-0.0079257349,-0.0148004536,0.0026245809,0.0163339898,-0.0061602849,-0.0046458724,0.0019662634,-0.0106732836,0.0100962641,0.0013658963,0.0068004527,-0.0141502544,0.0102417441,-0.0162478965,0.0085817287,0.0101008648,0.0019029841,0.0062804189,-0.0099863987,-0.0063997749,0.0117811169,-0.0027524282,0.0157998353,-0.0004400748,-0.0127789667,0.0157391373,-0.0115900524,-0.0065924441,0.014522762,0.0061402814,0.0111090541,-0.00749618,-0.008092863,0.01539223,-0.010410941,-0.001633524,0.017352773,-0.013686627,-0.007612352,0.011964222,-0.007894115,-0.009472382,0.017265173,0.007889562,-0.004292015,0.006172818,-0.008740459,-0.013522264,-0.012216882,-0.009430917,-0.007098602,0.008754402,0.009782502,0.001373129,-0.001287975,0.007809722,0.015829505,-0.004678021,0.00940499,0.007706117,0.002679245,0.006643721,0.00805942994,0.0169986431,0.0075840489,0.00967644621,-0.0154161723,-0.00826241821,-0.0139456224,-0.00343763269,-0.0079395473,4.52300264e-05,-0.00224614143,0.0145582035,0.0151628805,0.00628099777,0.00774748763,0.00810612179,-0.0150317661,0.000226442367,-0.00774632161,-0.00556699699,-0.0106285876,-0.00451515988,0.0147112478,-0.0067458651,0.0153755629,-0.0136152515,-0.0108221965,0.0112003246,-0.0109063257,0.0162044112,0.0113723855
oxacillin,-0.006788989,-0.005332129,-0.003727591,-0.0007774087,0.003226725,4.217937e-05,-0.005406802,-0.005246193,-0.001986948,-0.005076047,0.005742726,0.0001463972,-2.386755e-05,0.002921148,-0.0004583353,0.004435928,0.007830792,0.002775276,-0.004193219,-0.007750168,-0.00381157,0.0007507672,-0.0001164492,-0.002860907,-0.00172272,0.00750231,-0.005023228,-0.001226167,-0.002212852,0.002189501,-0.001207818,-0.0036226977,-0.0067649996,0.0011996446,0.0074659484,-0.0028157451,-0.0021235386,0.0008987404,-0.004878548,0.0046148044,0.0006243244,0.003108355,-0.0064678071,0.0046813008,-0.0074265976,0.0039225416,0.0046169087,0.0008698168,0.0028706542,-0.0045645852,-0.0029252099,0.0053849202,-0.0012580818,0.0072217984,-0.0002011494,-0.0058410154,0.0071940548,-0.0052975854,-0.0030132756,0.0066380724,0.0028066034,0.0050777327,-0.0034263583,-0.0036990892,0.0070354887,-0.0047586346,-0.000746652,0.0079316068,-0.0062558879,-0.0034794563,0.0054686125,-0.0036082459,-0.0043296395,0.0078915684,0.0036061658,-0.0019617968,0.0028214729,-0.003995093,-0.0061807646,-0.0055840989,-0.0043106913,-0.0032446329,0.0040014666,0.004471391,0.0006276306,-0.0005887082,0.00356967,0.007235358,-0.0021382326,0.0042988388,0.0035223148,0.0012246306,0.0030367144,0.00368380523,0.00776974764,0.00346652069,0.00442291331,-0.00704643223,-0.00377658894,-0.00637427531,-0.0015712746,-0.00362901227,2.06737677e-05,-0.00102666742,0.00665427186,0.00693066092,0.00287092174,0.00354122487,0.00370515045,-0.00687072752,0.000103502396,-0.00354069145,-0.00254456582,-0.00485811476,-0.00206379197,0.0067242221,-0.00308340322,0.00702787284,-0.00622325949,-0.00494661322,0.00511944899,-0.00498506892,0.00740671717,0.00519809499
fusidic acid,-0.00706545,-0.005549264,-0.003879386,-0.0008090663,0.003358124,4.389699e-05,-0.005626977,-0.005459827,-0.00206786,-0.005282755,0.005976582,0.0001523588,-2.483948e-05,0.003040104,-0.0004769996,0.004616569,0.008149679,0.00288829,-0.004363976,-0.008065769,-0.003966785,0.0007813398,-0.0001211913,-0.002977409,-0.001792873,0.00780782,-0.005227784,-0.001276098,-0.002302964,0.002278663,-0.001257003,-0.0037702215,-0.0070404834,0.0012484971,0.0077699753,-0.0029304083,-0.0022100136,0.0009353388,-0.005077214,0.0048027271,0.0006497481,0.0032349324,-0.0067311893,0.0048719319,-0.0077290237,0.0040822751,0.0048049176,0.0009052374,0.0029875534,-0.0047504664,-0.0030443305,0.0056042043,-0.0013093129,0.0075158849,-0.0002093407,-0.0060788733,0.0074870116,-0.0055133128,-0.0031359817,0.0069083874,0.002920893,0.0052845078,-0.0035658863,-0.0038497236,0.0073219873,-0.0049524158,-0.000777057,0.008254597,-0.0065106386,-0.003621147,0.0056913057,-0.0037551802,-0.0045059519,0.0082129296,0.0037530158,-0.0020416847,0.0029363686,-0.0041577797,-0.0064324574,-0.0058114934,-0.0044862288,-0.0033767605,0.0041644154,0.0046534748,0.0006531892,-0.0006126814,0.0037150348,0.0075299968,-0.0022253064,0.0044738953,0.0036657508,0.0012744999,0.0031603749,0.0038338171,0.0080861477,0.0036076845,0.0046030236,-0.007333376,-0.0039303782,-0.006633848,-0.0016352601,-0.0037767936,2.151564e-05,-0.0010684755,0.0069252499,0.0072128894,0.0029878311,0.0036854311,0.0038560315,-0.0071505154,0.00010771719,-0.0036848758,-0.0026481857,-0.0050559472,-0.0021478331,0.0069980463,-0.0032089653,0.0073140613,-0.0064766849,-0.0051480494,0.00532792,-0.0051880721,0.0077083311,0.0054097734
fluconazole,-0.006723973,-0.005281066,-0.003691894,-0.0007699638,0.003195824,4.177544e-05,-0.005355025,-0.005195953,-0.00196792,-0.005027438,0.00568773,0.0001449952,-2.363898e-05,0.002893174,-0.000453946,0.004393448,0.007755801,0.002748698,-0.004153063,-0.007675949,-0.003775069,0.0007435775,-0.0001153341,-0.002833509,-0.001706223,0.007430465,-0.004975126,-0.001214424,-0.00219166,0.002168535,-0.001196252,-0.0035880045,-0.006700214,0.0011881564,0.0073944507,-0.0027887805,-0.002103202,0.0008901335,-0.0048318286,0.0045706104,0.0006183456,0.0030785878,-0.006405869,0.0046364707,-0.0073554772,0.0038849774,0.0045726942,0.0008614871,0.0028431634,-0.0045208745,-0.0028971969,0.0053333519,-0.0012460334,0.0071526379,-0.0001992232,-0.0057850783,0.0071251607,-0.005246853,-0.002984419,0.0065745022,0.0027797252,0.005029107,-0.0033935453,-0.0036636649,0.0069681127,-0.0047130636,-0.0007395016,0.00785565,-0.0061959787,-0.003446135,0.0054162433,-0.0035736912,-0.0042881756,0.0078159943,0.0035716316,-0.0019430093,0.0027944532,-0.0039568334,-0.0061215744,-0.0055306228,-0.0042694085,-0.0032135607,0.0039631464,0.0044285692,0.0006216203,-0.0005830703,0.0035354851,0.0071660681,-0.0021177568,0.0042576701,0.0034885833,0.0012129032,0.0030076324,0.003648527,0.007695341,0.0034333235,0.0043805572,-0.0069789533,-0.0037404224,-0.0063132327,-0.0015562276,-0.0035942597,2.047578e-05,-0.0010168354,0.0065905489,0.0068642893,0.0028434279,0.0035073129,0.003669668,-0.0068049291,0.00010251118,-0.0035067836,-0.0025201975,-0.0048115915,-0.0020440279,0.0066598258,-0.0030538752,0.0069605703,-0.0061636651,-0.0048992424,0.0050704223,-0.0049373307,0.0073357848,0.0051483153
posaconazole,-0.007500124,-0.00589066,-0.00411805,-0.0008588411,0.003564719,4.659758e-05,-0.005973156,-0.005795723,-0.002195078,-0.005607755,0.006344267,0.0001617321,-2.636763e-05,0.003227133,-0.0005063451,0.004900585,0.008651057,0.003065981,-0.004632451,-0.008561984,-0.004210825,0.0008294087,-0.0001286471,-0.003160582,-0.001903172,0.008288166,-0.005549405,-0.001354605,-0.002444644,0.002418849,-0.001334335,-0.0040021678,-0.0074736206,0.0013253057,0.0082479911,-0.00311069,-0.0023459759,0.0009928816,-0.0053895689,0.0050981962,0.0006897217,0.0034339493,-0.0071452991,0.0051716589,-0.0082045216,0.0043334216,0.0051005231,0.0009609286,0.0031713506,-0.0050427192,-0.0032316209,0.0059489827,-0.0013898633,0.007978267,-0.0002222195,-0.0064528515,0.00794762,-0.0058524963,-0.003328912,0.0073333979,0.0031005889,0.0056096152,-0.0037852628,-0.0040865629,0.0077724424,-0.0052570929,-0.0008248622,0.0087624313,-0.00691118,-0.0038439224,0.0060414416,-0.0039862022,-0.0047831628,0.0087181982,0.0039839055,-0.0021672905,0.0031170175,-0.0044135731,-0.0068281875,-0.006169023,-0.0047622276,-0.0035845016,0.0044206134,0.004939761,0.0006933741,-0.0006503743,0.0039435853,0.0079932464,-0.0023622098,0.0047491328,0.0038912706,0.0013529082,0.0033548044,0.00406967709,0.00858361553,0.00382963312,0.00488620298,-0.00778453331,-0.00417218078,-0.0070419698,-0.00173586304,-0.00400914578,2.28393092e-05,-0.0011342091,0.00735129695,0.00765663572,0.00317164534,0.0039121625,0.00409325818,-0.0075904238,0.000114344075,-0.00391157297,-0.00281110266,-0.00536699453,-0.00227996986,0.00742857251,-0.00340638496,0.00776403071,-0.00687513826,-0.00546476385,0.00565570081,-0.0055072438,0.0081825573,0.00574258715
moxifloxacin,-0.006974002,-0.00547744,-0.003829175,-0.0007985945,0.003314659,4.332883e-05,-0.005554149,-0.005389161,-0.002041095,-0.00521438,0.005899225,0.0001503868,-2.451799e-05,0.003000756,-0.0004708257,0.004556816,0.008044197,0.002850908,-0.004307494,-0.007961374,-0.003915443,0.000771227,-0.0001196227,-0.002938872,-0.001769668,0.007706765,-0.005160122,-0.001259582,-0.002273156,0.00224917,-0.001240733,-0.003721423,-0.0069493586,0.0012323376,0.0076694097,-0.00289248,-0.0021814092,0.0009232327,-0.0050114985,0.0047405665,0.0006413385,0.0031930637,-0.0066440683,0.0048088739,-0.0076289871,0.0040294374,0.0047427262,0.0008935208,0.0029488853,-0.0046889796,-0.0030049277,0.0055316701,-0.0012923665,0.007418606,-0.0002066312,-0.0060001938,0.007390107,-0.0054419558,-0.0030953933,0.0068189721,0.0028830881,0.0052161124,-0.0035197327,-0.0037998955,0.0072272178,-0.0048883157,-0.0007669996,0.0081477594,-0.006426373,-0.003574278,0.0056176437,-0.0037065775,-0.0044476306,0.0081066303,0.0037044401,-0.0020152589,0.0028983639,-0.0041039665,-0.0063492022,-0.0057362774,-0.004428165,-0.0033330554,0.0041105147,0.0045932438,0.0006447348,-0.0006047514,0.0036669502,0.0074325353,-0.0021965038,0.0044159899,0.0036183049,0.0012580041,0.0031194699,0.0037841953,0.0079814857,0.0035609899,0.0045434465,-0.0072384607,-0.003879508,-0.0065479875,-0.0016140947,-0.0037279101,2.1237161e-05,-0.0010546457,0.0068356143,0.0071195355,0.0029491591,0.0036377306,0.0038061228,-0.0070579676,0.000106323,-0.0036371814,-0.0026139098,-0.0049905092,-0.0021200338,0.0069074691,-0.0031674323,0.0072193965,-0.0063928575,-0.005081418,0.0052589634,-0.0051209205,0.0076085636,0.0053397529
clarithromycin,-0.008569769,-0.006730769,-0.004705356,-0.0009813263,0.00407311,5.324319e-05,-0.006825029,-0.006622292,-0.002508133,-0.006407517,0.007249069,0.0001847978,-3.01281e-05,0.003687376,-0.0005785585,0.00559949,0.009884839,0.003503241,-0.005293121,-0.00978307,-0.004811361,0.0009476964,-0.0001469943,-0.003611333,-0.002174597,0.009470202,-0.006340843,-0.001547795,-0.002793293,0.002763816,-0.001524634,-0.0045729442,-0.0085394867,0.0015143169,0.0094242943,-0.0035543265,-0.002680552,0.0011344835,-0.0061582145,0.0058252849,0.0007880871,0.0039236885,-0.0081643378,0.0059092245,-0.0093746241,0.0049514393,0.0058279387,0.0010979732,0.0036236392,-0.0057618967,-0.0036925043,0.0067974068,-0.0015880814,0.009116102,-0.0002539118,-0.0073731397,0.0090810889,-0.0066871657,-0.0038036702,0.0083792694,0.003542786,0.0064096432,-0.0043251072,-0.004669378,0.0088809291,-0.0060068415,-0.0009425017,0.0100121,-0.0078968331,-0.0043921336,0.0069030505,-0.0045547024,-0.0054653203,0.0099615604,0.004552078,-0.0024763835,0.0035615563,-0.0050430228,-0.0078020049,-0.0070488276,-0.0054414002,-0.0040957122,0.0050510685,0.0056442539,0.000792261,-0.0007431292,0.0045060087,0.0091332197,-0.0026991009,0.0054264413,0.0044462318,0.0015458562,0.0038332567,0.004650081,0.0098077804,0.0043758038,0.005583059,-0.0088947387,-0.0047672046,-0.0080462722,-0.001983426,-0.0045809187,2.6096575e-05,-0.001295966,0.0083997194,0.0087486021,0.0036239752,0.0044701053,0.0046770275,-0.0086729471,0.00013065146,-0.0044694305,-0.0032120149,-0.0061324174,-0.0026051318,0.0084880125,-0.0038921933,0.0088713095,-0.0078556472,-0.0062441323,0.0064623016,-0.0062926705,0.0093495259,0.006561575
anidulafungin,-0.01212117,-0.009520071,-0.006655305,-0.001387999,0.00576105,7.530775e-05,-0.009653391,-0.009366645,-0.003547532,-0.009062861,0.01025316,0.00026138,-4.261354e-05,0.005215464,-0.0008183189,0.007919981,0.01398123,0.004955025,-0.007486649,-0.01383728,-0.006805238,0.001340433,-0.0002079105,-0.005107912,-0.003075775,0.01339476,-0.008968559,-0.002189218,-0.003950862,0.003909172,-0.002156459,-0.0064680264,-0.0120783467,0.0021418668,0.0133298347,-0.0050272793,-0.0037914026,0.001604626,-0.0087102409,0.0082393521,0.0011146789,0.0055497056,-0.0115477322,0.0083580697,-0.0132595683,0.007003367,0.0082431035,0.0015529847,0.0051253126,-0.00814969,-0.0052227192,0.0096143261,-0.0022462008,0.0128939161,-0.0003591355,-0.0104286484,0.0128443865,-0.0094583985,-0.0053799539,0.0118517261,0.0050109541,0.0090658758,-0.006117479,-0.006604419,0.01256128,-0.008496143,-0.001333084,0.014161218,-0.011169363,-0.006212278,0.009763753,-0.006442225,-0.007730209,0.01408974,0.006438507,-0.003502626,0.005037503,-0.007132904,-0.011035237,-0.00996994,-0.00769638,-0.005793019,0.007144286,0.007983294,0.001120582,-0.001051089,0.006373353,0.012918127,-0.003817636,0.007675217,0.006288798,0.002186477,0.005421801,0.00657712668,0.013872236,0.00618918566,0.00789674278,-0.0125808204,-0.00674278429,-0.0113807376,-0.00280538248,-0.00647930196,3.69112822e-05,-0.00183302944,0.0118806493,0.012374117,0.0051257913,0.00632255664,0.0066152378,-0.0122671127,0.000184794873,-0.00632160809,-0.00454310467,-0.00867376011,-0.00368472957,0.0120055377,-0.00550516089,0.0125476858,-0.011111116,-0.0088317655,0.00914034713,-0.00890042447,0.0132240746,0.00928077102
